,winery,description,points,price
136,Maryhill,"Hailing from Tudor Hills Vineyard, the aromas offer notes of padded butter, toast and spice. On the palate, the oak (70% new French) plays prominently, juxtaposed by full-bodied stone-fruit flavors that show some warmth.",88,29.0
137,Montes,"Sharp pointy aromas of citrus and green herbs are edgy. This feels minerally and citric, with no excess weight. Flavors of tangerine, lemon and passion fruit are pickled and briny, while this retains a salty slightly green character on the finish.",88,16.0
138,Maryhill,"Baking spice, vanilla, dill and cherry aromas lead to a mixture of barrel and fruit flavors, with the oak tannins bringing a sense of astringency.",85,17.0
139,Chehalem,"INOX—from the French inoxidable—is Chehalem's stainless steel-fermented Chardonnay, what some might label “naked” or “unwooded.” It is widely available and very appealing, with a tart, stony texture and bright, acid-driven fruit. Green apple and citrus are front and center in this vintage, with a steely spine of natural acid and virtually no residual sugar.",88,19.0
140,Chanson Père et Fils,"Initially soft, this wine then reveals a firmer structure, and a salty and mineral texture. There is an element of toastiness, rounding out the crisp apple and citrus fruit flavors. A cool, elegant wine.",91,60.0
141,Louis Latour,"A rounded wine, with a counterpoint of apple skin texture, the fruit flavors offering acidity as well as green plums. The texture is plush, velvet, delicious.",91,69.0
142,Louis Latour,"Big and broad with fruit that is full and ripe, packed with golden apple flavors. It has great texture and sweetness, with a well-judged touch of vanilla from the wood.",91,69.0
143,Georges Duboeuf,"This smooth and creamy wine is spicy with wood aging and rich with yellow fruits. It presents a generous character, rounded and open. The wine is ready to drink.",88,42.0
144,Georges Duboeuf,"This mango-flavored wine is ripe, generous and fruity. Its richness and spice are right up front. It is a gorgeous wine, smooth, creamy and ready to drink.",88,42.0
145,Jean-Luc and Paul Aegerter,"The wine is ripe and warm with generous red-berry fruits and touches of spice. The wine is rounded, full of fruitiness with a layer of tannins that is nicely judged to give support and breadth to the fruit. Drink from 2019.",88,31.0
146,Louis Latour,"Touches of wood, not new, give this wine spice and roundness. It is an attractive, citrus-flavored wine, with yellow fruits coming from behind as the wine opens up. Drink now.",88,28.0
147,Maryhill,"This 100% varietal wine shows raspberry jam, fruit leather and plum aromas that are bright on the nose. The palate packs tart fruit flavors supported by plump, ripe tannins. It's not your typical Cabernet but still provides appeal, though the alcohol dominates at times.",89,38.0
148,Chateau Ste. Michelle,"The aromas are exuberant, with appealing notes of apricot, pineapple, honey, white flowers and citrus. The citrus and tropical-fruit flavors are rich yet elegant, topped by a lengthy finish.",91,40.0
149,Chateau Ste. Michelle,"The aromas bring notes of toast, spice and dark fruit. The flavors are pitch black, showing the warmth of the vintage and appellation along with their appeal.",91,28.0
150,Lynmar,"Ripe, voluptuous blackberry and cherry overlie a dusty undercoat of tannin and minerality. These come across as rocky on the palate, complemented by moderate acidity and a rich texture. The fruit shows a maturity of both ripeness and attitude.",91,80.0
151,Williams Selyem,"The Heintz Vineyard is on the outskirts of the AVA, really pushing toward the coast, with the expected cool-climate characteristics of fresh acidity and complex, savory tones. This wine wows in every way, from its notes of exotic coconut meat and apple pie to its tang of Meyer lemon, all accented by bergamot and anise. The spice rides a wave of body and length toward the finish, alongside an unmistakable streak of minerality. Hold through 2024.",96,58.0
152,Williams Selyem,"Oh to have neighbors like these, bringing together several vineyard sites along this coveted stretch of the appellation. This bottling shows full-bodied richness and minerality dotted in a rose garden of pretty aromas and flavors. It's the silky-smooth texture that's most memorable, accented in earthy black tea and subtle oak tones.",96,69.0
153,Gary Farrell,"Tastes a little vegetal and simple, with cherry jam, asparagus and sweet oak flavors. Not a success, and a particular disappointment compared to the winery's other 2010 single-vineyard Pinots.",82,50.0
154,Casa Santos Lima,"This is a typically perfumed Gewürztraminer with the twist of a cool ocean climate. That coolness allows plenty of acidity to come into this dry, fruity wine and adds a floral character. With its crispness, it is bright as well as aromatic. Drink now.",85,
155,DFJ Vinhos,This softly perfumed wine has red-fruit flavors and plenty of acidity. It is jammy and juicy with succulent red berries. Drink now.,85,10.0
156,Trapiche,"Saturated in color as well as on the nose, this fruit-packed Malbec opens with grapy black-plum and cassis aromas. An intensely bold palate is loaded to the hilt with black cherry, blackberry and integrated oak and spice flavors. A lush, steady finish unfolds in due time and with no disparate parts; drink from 2019–2025.",94,55.0
157,Kunde,"From the highest (at 1,000 feet) of the Kunde's vineyards, it's lavishly oaked, with aromas of butterscotch, spice and custard; also nutty and creamy notes. Marked by intense tropical fruit aromas and oriental spices, it also tastes very rich. It's the best of a very good trio of limited-production Chardonnay wines.",90,20.0
158,Chateau Ste. Michelle,"Harvested at a lip-smacking 42.5° brix, this seductive wine explodes on the palate with bright grapefruit and citrus flavors, highlighted with sharp acids and finishing with lingering notes of caramel and butter. Long and delicious.",90,23.0
159,Kunde,"A tremendously rich, oaky Chard that will blast your socks off and then some. The fruit is really complex, ranging from green apples to savory ripe peaches on into tropical fruit, and there's a dusty sprinkling of cinnamon and ginger. For sur-lie freaks, there's lots of creamy, yeasty, nutty notes contributing to this delicious, hard-hitting wine.",90,30.0
160,Robert Mondavi,"This wine needs food so much, it practically cries out loud for it. It's like the essence of lemons and grapefruits, in a bone-dry, crisply tart package that makes the taste buds sing. The oak has been kept in the background to emphasize the clean, racy flavors, although partial sur-lie aging adds creamy notes. Oysters and this wine would be a marriage made in heaven.",89,18.0
161,Robert Mondavi,"Shows the beautiful acidity and dry crispness that this bottling invariably displays. But this cool, unbalanced vintage has taken its toll, with a green unripeness to the citrus fruit that even the winemaker admits was significantly cooler than average.",85,40.0
162,Foxen,"A little tough and gritty, but with rich, forward flavors of berry and cherry jam, cocoa, clove and anise flavors. A Merlot-based Bordeaux blend.",85,30.0
163,Robert Mondavi,"This is a serviceable, soft and widely distributed wine, yeasty with aromas of baked bread circling concentrated red fruit and black tea. Light bodied and youthful, it holds on to oak and tannin on the finish.",87,26.0
164,Santa Ema,"Some may find this coastal SB to be too green and vegetal, but that's cool-climate Leyda in a nutshell. Aromas of bell pepper and asparagus bring on the pyrazines, while in the mouth, this is spritzy and chunky. A reprise of green, pyrazine-driven flavors finish fresh but slightly bitter.",87,14.0
165,Casa Santos Lima,"A mixed bag of varieties went into this soft and fruity wine. It has gentle tannins that are lifted by acidity and black currant fruitiness. With its lifestyle label (a small Vespa motor scooter), it is obviously meant to be an easy-going ready-to-drink wine. And it succeeds.",87,10.0
166,Kunde,"Made from vines well over 100 years old on the Kunde Estate, this wine is tight and youthful in dry, dusty and grippy tannin, with thick, extracted flavors of red berry and cherry. A streak of pencil lead and fig provides further intrigue and complexity around a full-bodied elegance.",87,50.0
167,Robert Mondavi,"Nice and dry, with some smooth tannins framing berry, cherry and oak flavors. Serve it at big parties, at the beach, wherever. Nobody will complain.",86,11.0
168,Fess Parker,Raspberry jam and oak are the flavors of this drink-me-now wine. Brisk acidity gives it a mouthwatering cleanness. The single-clone angle has resulted in a certain one-dimensionality.,86,55.0
169,Robert Mondavi,"Pinot Grigios like this helped make the variety one of America's most popular wines. While it's basically dry and crisp in acidity, it offers jammy green apple, lemon and lime Lifesaver candy and vanilla notes that appeal to consumers.",86,11.0
